texts,toxicity
phim hàn đường hyundai,0
azerbaijan 2 su-25 bay núi lao tông trúng 2 su-25 ...,0
công_an bắt_tội phạm siêu .,0
"đúng , giáo_viên trường trách_nhiệm bảo_vệ trẻ trường_hợp . giáo chứng_tỏ năng_lực phẩm_chất giáo_viên ( đặc_biệt trường mầm_non ) .... mẹ trườnglà giáo mến_thương ...",0
phim nhỉ . tuyệt_vời,0
"khốn_nạn . 2 sống bất_nhân tính , giao_cấu cháu ruột mình , lũ ác độcmong pháp_luật xử_lý nghiêm_khắc 2",1
dân_tình bây bắt_đầu thờ rồi ! chả đeo khẩu_trang công_cộng nữa ! đề_nghị kích_hoạt chế_tài phạt 300k đeo khẩu_trang đường,0
"cầu cát_lái trễ hẹn , mong thành hiện_thực .",0
tiền ủng_hộ,0
"hai đứa con , gái hai giai_đoạn tiêm_chủng , thực đi tiêm lo_lắng , bất_an vô_cùng . tội_nghiệp cháu bé , đồng_cảm gia_đình cháu .",0
hoạn nạnngười 10k bạnngười 100k thân bạnngười 1tr bạnngười 10tr mẹ bạnngười 500tr thể công ty bhntnếu không thể 500tr hoạn_nạn đừng ngăn_cản mua bhnt .,0
đượchị quảng_cáo chất bảo_quản hại online vận hà_nội hư lạ . hiện kinh_doanh online tràn_ngập mạng . mong quan_chức năng chế_tài quản_lý hình này .,0
"chó cắn nha , đứng đấm luôn !",0
phản_đối . cháu 18 dùng .,0
mấy đi ngoại_trừ ấn_độ .,1
tranh_thủ nghỉ_ngơi rồi . đi,0
"thiệt 67 khoẻ dũng_cảm quá , nhưng hình toàn nét cụ à !",1
"mua_honda_city đi bạn , đời 2014-2015 tiền đó , xe nhật hư_hỏng vặt .",0
lạc_hậu thú_thực đẹp chỗ xd,1
"mazda2 mới , nhập thái . lái thử",0
- khí quây_quần gia_đình .,0
cầu_mong biden âm_tính . mấy ủng_hộ trump đeo khẩu_trang ích gì .,0
tiếc messi đòi đi real không động_thái gì.chứ không 1 messi tợn rồi.cuối chẳng xảy .,0
"hàng đọc báo hóng đời phơi_phới . mong tất cảnh_giác , nâng thức phòng_dịch việt_nam bất buồn covid19 nữa .",0
"thương con , chia buồn gia đình . khám_nghiệm pháp_y kết_luận gia đình hoang",0
"không mua kiểu quen 1 mảnh , đất mua xét kỹ , 1 - -2 mặt_tiền đường nội phân lô khu hót đông dân_cư , không kiểu mua cảm nghèo muôn thủa , kế_hoạch khảo_sát hoạch_định ràng .",0
chiến_lược hàng online dịch_vụ chất kèm theo . chiến_lược tương_lai bất dịch_vụ,0
đêm nằm_mơ bảo đi tỉnh quảng bình.mong thật .,0
mưa trời sáng . mưa_bão thị xuất_hiện cảnh_tượng đẹp thiên_nhiên .,0
", mỹ gốc việt , yêu_quý joe_biden bầu",0
rào_chắn ao_hồ đề_phòng trẻ_em .,0
"chúc_mừng ạ , trông đẹp lắm . cháu lớp 10 trai cảm được nghi lực phị",0
"đi trực_tiếp 2 xe này.tôi ưu_tiên attrage thương_hiệu xuất_xứ . đầy attrage biển 500 rồi . base attrage chán , nội_thất không gì xe_tải 1.5 tấn .",0
kết đẹp tình 3,0
tập_thể_dục kiểu tổ_tiên lắm ... !,1
chống mặt luôn .,0
"joe_biden được đề_cử noben hoà_bình , nhân_vật ảnh_hưởng cười đau bụng",0
"trận chồng trận đấu khó , kể chuyên_gia lẫn chuyên_gia online đánh_giá tỉ_lệ thắng 99%",0
"hãy phát bao su miễn phí họchị sinh nam lẫn nữ thì nạo phá thai sẽ giảm , coi việchị bóp có bao su là chuyện đương_nhiên và bình thườngười",0
"tiền xong gì . đội bóng hùng ajax điên_đảo châu_âu . real , ac , bayern , ajax tứ_trụ châu_âu real , bayer được phong_độ",0
"yêu cún cưng quá , tận_tâm chủ kết hậu . chúc_mừng",0
"ngạc_nhiên laos , trung_quốc hàn_quốc , châu_âu laos du_lịch . đất công_nghệ phát_hiện ncov ?",0
thư ( email ) ngân_hàng đòi nợ khiếu_kiện không ? bồi danh_dự không ? .,0
cá nữa ! xưa đi tát ao ( ao làng quản_lý ) ngủ đêm bờ trông cá . ôi thơ tôi ....,0
nghệ_sĩ diễn_viên cảm_xúc kiểm_soát . chúc nụ cười thiên_đường nhé !,0
mê_mẩn ca_sĩ này . thời_gian trôi,0
đeo khẩu_trang che mặt hả ? coi gian_ác cỡ nào ?,1
"hành_vi đi trường_hợp giết trạng tái tinh_thần kích_động mạnh , giết người.ôi trời , ta súng giết ( may nổ ) sốc kích_động mạnh , suy chứ .",0
trì ca lây_nhiễm công đồng vô quan_trọng . thành cửa việt_nam !,0
vi diệu !,0
phim speed đóng sandra_bullock 1994 . phim hành_động hấp đầu yêu phim đóng,0
mr. đàm đẹp_trai độ hót hề,0
"cá_rô đồng ngon , đánh vảy , rửa sạch , mổ cá moi ruột , lá chanh thái nhét bụng cá tý muối , xiên que tre , nướng . ngon luôn , đấy 50 trở trước , kể .",0
chuẩn món cơm cháy khét đen thâm_nhập thị_trường .,0
sarri bất_lực cay_đắng : juve đội thể huấn_luyện . hiểu !,0
thật . 1 xe_hơi trôi,0
"nghĩ , tiền_đạo sắc_bén kết khả_quan",0
đề_nghị chức_năng xét án .,0
chừng hiện hoàn_toàn xáp nhập,0
đángười lo và thật sự quan ngại !,0
viết phân_tích,0
sevilla cố_gắng bm luân_lưu_thể chuyện . đa_bm_alaba_boateng sút penalty 2 chủ sút hên xui lắm .,0
cám_ơn tất tận_tâm lo 2 bé . chúc 2 sống vui_tươi bao bé khác .,0
tội_nghiệp châu_phi,0
"vâng , mời thử đè ngạt thở cá_sấu sao .",0
gắn khẩu súng_máy lưng chạy rẽ tóc .,0
"đẹp , sắc_sảo , thông_minh !",0
can_ngăn bảo_vệ cháu bé mặt xã_hội án . đình công_tác gì ?,1
tập_đoàn trung quốc đối_tác phát_triển thị_trường . kết_hợp alibaba_grab cực_kỳ,0
"thượng_đế thử_thách , định kiếp nạn , tái đắc_cử , mỹ chờ đắc_cử tiếp_tục hành_trình mỹ vĩ_đại trở . cầu_chúc bình_phục .",0
"giỏi , ngưỡng_mộ em .",0
"sing dịch_vụ giao đồ tháng , món menu sẵn tuần app đỡ hôm lo chọn , đồ nấu tươi mới . cặp_lồng , đỡ rác_thải môi_trường , cam_đoan sạch_sẽ , hôm giao cặp_lồng cũ . gia_đình bận_rộn bữa tối 2-6 . hy_vọng việt nam dịch_vụ tương_tự , bảo_đảm sạch_sẽ , bảo_vệ môi_trường . sơ_chế sẵn thực đồ sẵn siêu_thị thôi , công_nghiệp_hoá tây rồi .",0
"hai "" ròm "" , mong film . chúc đạo_diễn film gặt_hái thành_công .",0
chia buồn gia_đình cháu,0
"đo_lường pirlo_seria cầm juve . pirlo cầm ac milan thời đó , milan top3 chẳng_hạn , thực đánh_giá xác được . cầm juve giải quốc_nội , em dàng pirlo.với đội bóng_đá mơ_ngủ mùa vô_địch - chức vô_địch 8 liên_tiếp thử_hỏi , pirlo né chức vô_địch tiếp_theo ? giả thể vô_địch sở kết_luận_thể sẵn_sàng vũ_đài ánh sáng.hãy đánh_giá juve mùa , hạng giải đấu juve tham_gia chi_tiết juve sao . nhớ , mùa juve mùa nhiều . dzeko , melo_kulusevki hợp_đồng bổ_sung cực_kỳ chất_lượng .",0
đổi kéo thay_đổi giấy_tờ cá_nhân sở kinh_doanh tốn tiền tốn công vô,0
"bale_tot đá 4-3-3 bá_đạo , bale_son đá 2 cánh , kane đá cắm thử hàng thủ nổi",0
chai xịt muỗi nồi sôi tiêu .,0
sàn đh y chả nghĩa cả .,0
nhiên nhiên,0
"mua đi cá_nhân chạy dịch_vụ mua i10 fadil rộng_rãi , bền_bỉ tiết_kiệm nhiều .",0
ứng câu ' ' lưỡng đầu thọ địch ' ',0
"start up 34 dàng , messi cố lên . phong_độ c1 juventus dự buồn lắm .",0
": heo chay , pate chay , thịt kho chay , cá_ngừ chay ? ? ? ? tâm xao_động ! chay đơn_giản ta cầu_kỳ bó !",0
"đập_tràn lâu , dân địa_phương tuân_thủ trách bây",1
đề_nghị ly 14 bảo_đảm an_toàn . ly nguy tiềm_ẩn cao .,0
đẻ đàn thể thắt ống tinh phụ_nữ đỡ mệt thai không . kiến đa đàn đồng yêu_thương vợ hôn_nhân ạ .,0
thơ ùa hồi tui quài . nhà toàn gái dị cười toét miệng đau thấu trời,0
"arsenal mấy trận arteta dắt , cảm tiềm_năng , áp chiến_thuật đội bóng ràng cá , uổng công đi tầm_sư_học_đạo mancity . bây kinh_nghiệm thời_gian thôi.tiếc nhân_lực hạn . chán solsa_mu giỏi thấu cầu_thủ chả màu cá hết .",0
khoa_học chờ câu,0
mấy bít đồ giới,0
"niên bây không nổi , ngông_nghênh côn_đồ",1
"bây_trump kẻ_thù nguy_hiểm ncov , hy_vọng đối_thủ mình .",0
"đá bóng thời maradona đá . cầu_thủ lành_lặn hoàn_toàn , đỉnh phong_độ , đá khả_năng trận cụ_thể ( không mùa ) xếp sau : 1 / ronaldo_lima ( kĩ_thuật cá_nhân siêu_đẳng , áp_lực cực giỏi , toả rực_rỡ trận cầu đinh wc 2002 , 98 ví_dụ điển_hình , 98 kết động_kinh tính , trận đá hay ) , 2 / maradona ( kĩ_thuật siêu_đẳng , lãnh_đạo giỏi , truyền_cảm hứng giỏi , tài_năng napoly_wc tất_cả , pele chấm không tận_mắt đá , brazil coi garrincha ông , vả kỷ_lục ghi ngàn bàn thắng giải brazil châu_âu liệt_kê pele vào ) . 3 / messi kĩ_thuật siêu_đẳng , ghi_bàn xuất_sắc ronaldo chạy nhanh , kĩ_năng vị_trí ghi_bàn xuất_sắc đồng hạng , 4 / ronaldinho . tài khác . ronaldo_lima thẳng đá thời_kì serie_a đỉnh_cao . đặc_biệt lối đá catenacio chém đinh chặt sắt , phòng_ngự đổ bê_tông . thời_kỳ ronaldo_lima đá thời_kỳ phòng_ngự hằng_hà_sa_số , đẳng bây nhiều : maldini , nesta , cannavaro , .... còn messi kĩ_thuật ronaldo_lima mời kiếm clip mesi đối_đầu lão nesta clip ronaldo hành_hạ nesta_maldini ai . lỗi thẳng . không chấn_thương cực nặng , ronaldo_lima 1 . cầu_thủ không antifan .",0
"chê khen sản_xuất 2 vé , thành_công kéo 2 rạp .",0
"khủng_khiếp 1 đêm 500 kg chó , biết_bao_nhiêu vật cưng chủ đi_đồng tiền bọn này , cần xử_lý hình mong sức răn_đe !",1
cháy rừng hậu thảm_khốc đối nhiên . thực biến_đổi khí_hậu thức tồi cá_nhân ?,0
"thực xuyên 7 chỗ mấy suv nhé , ghế thoải_mái đâu . kia_sodena phục_vụ hành nhiều .",0
"khủng_khiếp , bom_nổ_chậm kho biết .",0
"bale cầu_thủ tạm chuyên_môn , nhân",0
vấn_đề trách_nhiệm sản_phẩm thị_trường ?,0
mỹ chiến binh.ông can_đảm nhé !,0
hình_học gian + đại + hàm học lớp đại_học mỹ . toán 12 việt_nam cover chuyên_sâu_thiết bậc phổ_thông . sâu cỡ học_sinh học khác .,0
"mèo chuột này , mèo chạy dép .",0
"cá đồng môi_trường sạch , nạn thuốc_trừ_sâu đánh kích quê sạch_bóng , nào .",0
"neuer xuất_sắc , xứng thủ_môn 1 giới !",0
cả ... chắn trung quốc nga hoàn_thành mỹ .,0
xong,1
mấy trăm triệu dân hàng nghìn ủng_hộ hơi,0
"vote mua fadil . bac mua i10 thi chang co them ngo xe cua bac dau = ) ) . hon nua dang doc than , viec gi phai xoan ca .",0
đọc cầm mắt nam mo anh di da phat,0
hỏng vặt xe vặt . điện_tử ứng_dụng hỏng .,0
"nhầm hàu hà , 2 loài nhé . nhắc hà , thể xuyên thủng lớp vỏ sắt đơn_giản hà hoạt đông tổ đi lớp sơn chống gỉ , biển nốt lại . diễn sắt thép , hà bám đá đá nguyên ạ . đi tắm biển xuyên hà xẻ",0
điện mặt_trời tiến_công nghệ giá đầu_tư . thực_thu hút vốn tư_nhân cứu_cánh điện_lực việt_nam ( thiếu_hụt đầu_tư điện sản điện ) ! : việt nam :,0
quán 3 thể hoạt_động ta !,0
"nguyên_nhân cá chết , ảnh_hưởng thời_tiết , nông_dân thu_hoạch ngay , thiểu thiệt_hại .",0
xưa ngưỡng_mộ mấy,0
"thể tưởng_tượng được , kẻ ma đói ma khát . dám du_lịch chứ .",1
thủ_môn ! ! ! leno đỉnh ? asenal viên ngọc quý ...,0
"bảo_tồn loài lợi môi_trường , sống bảo_tồn . loài trồng phá_phách bảo_tồn ?",0
"quê gọi ốc chân ,",0
không 2 cầu cát lái cầu nhơn_trạch vậy ? nên cầu nhơn_trạch lệch long_thành 2 huyện thuận_lợi giao_thông chạy nhơn_trạch đi tp.sẽ phát_triển được 2 khu_vực .,0
"gialai đi sai gòn 240 ngan= 600 km , từ bến_xe sai gòn 300ngàn = 25 km ! ô trời .",0
"trường_hợp phụ_huynh tương vậy . cháu bé bàn đầu , cạnh cửa vào , phụ_huynh xách tai cháu học_sinh , đứng bục giảng kịp lao xuống , ta quát lên : "" anh động_học_sinh cháu bé bất_kì lỗi gì . mời văn_phòng giải_quyết , lớn , cháu bé được , ra "" . thấy thái_độ cương_quyết ta buông cháu bé ra . may , ta kịp_thời lỗi mình , văn_phòng lỗi giáo . đối phụ_huynh_giáo tỏ thái_độ bảo_vệ học_sinh sai mình .",0
"mua ăn , mua",0
"khâm_phục tài_năng huấn_luyện "" dạy chuột "" !",0
còn hứngười thú đầu tư vô việt nam nữanh ?,0
"cử_tri độc_lập , bầu mong_đợi . bầu nào , tất trúng . không tt_trump thắng này .",0
hai gương_mặt ác_nhân ngay !,1
lý đơn_giản cầm đèn chạy ô_tô rủi .,0
"hoàn_toàn ung ho quyết đinh vt , màu xanh hy_vọng",0
"đâu , 11 sao .",0
"chứ . clb hlv trưởng tôn_ti trật_tự , tôn_trọng đó . rạp xiếc , tay , cướp mic hlv trưởng . danh hlv trưởng biến thành gã hề . đội bóng cầu_thủ đá ngón hlv mùa không . có , gánh xiếc phường_chèo 28",1
"giai_đoạn gánh tạ cực 2014-2018 , vong ơn , bale lẽ cảm_hứng bóng môi_trường mới .",0
ủng_hộ tông_thống trump đẹp_trai,0
"vũ_trụ trái_đất nhỏ , vũ_trụ trái_đất , video vụ nổ khủng_khiếp .",0
"cân_nhắc thận_trọng , thể_dục tốc bất đạt .",0
"thông quá . cảm_ơn bs , cảm_ơn báo vnexpress",0
cảm_ơn chương tình khán_giả cung_bậc cảm_xúc đấu_giá vật_phẩm đặc_biệt mời danh_ca hàng_đầu việt_nam hải_ngoại hội_tụ sân_khấu ca_nhạc này ! triệu đoá hoa_hồng tâm tặng tất công_sức đóng_góp 4 đêm diễn .,0
ma_tuý biến thành ma,1
"1 bánh giá 25 không trở chi_phí_sản_xuất 10k ( 5 không ) , bao_bì , thương_hiệu , ... dở bánh handmade ..",1
quảng_trị quê tôi ! năm_xưa bom_đạn xới cày.ngày bão quấy xóm_làng tan_hoang,0
"trao bé mẹ rơi bé ư ? phụ_nữ nhẫn_tâm khe tường hẹp chủ giết bé , giao bố_mẹ bé sao ?",1
"đường thi sách , thái văn lung được chứ . đồng_khởi , hàm nghi bình xe lưu_thông đường cắt ngang bất_tiện . q1 thói_quen đi dân biếng .",0
"thể đem mỹ giá nhân_công , giá mặt thuê , luật_lệ nghiêm_minh , bảo_hiểm nhán viên , bảo_hiểm xưởng , bảo_hiểm thất_nghiệp đóng nhân_viên , lương phù_hợp kiện sống hiện , ví_dụ san jose california , lương 45000 hàng thu_nhập kém , mướn 3 phòng hiện 3500 / tháng , mướn phòng giường 600 800 / tuỳ chổ .... v .... v thử đem hàng sản_xuất mỹ giá bao_nhiêu sản_phẩm ?",0
"tức à , thương người ta người ta không thương ? nít hành vậy ?",0
"manh_động liều_lĩnh , trừng_trị nghêm khắc .",1
rút mua đất,0
"lớp 4 , trước lớp 1 cháu chữ đơn , kèm học . bé lớp 1 , vất_vả , đi học tối xong học 10h , đánh_vần được . giáo vần đôi , ghép xưa oét chương_trình học_kỳ 2 , bây học hết , kiến_thức moitj đứa trẻ bắt_đầu đi học . không thể nạp được . đối đứa chữ thôi , yếu , bắt_đầu học viết tải . cải tương_lai hệ học_trò không thời_gian nữa .",0
"mane_liverpool thua , đá ngoại_hạng anh .",0
cầu xoay halan chứng_kiến 1 cái.họ đường tàu đường_sông đi qua .,0
"cộng_đồng_thể hộ trợ tích_cực tiếng , cảnh_báo thiểu nguy tiếp_tục nhiễm_độc . vấn_đề tài_chính , thuốc_men ... minh_chay chấp kết xác_minh lỗi . mc kinh_doanh hoạt_động phi lợi_nhuận , sai_phạm dấu_hiệu cố_vấn đề gốc nguyên_vật_liệu , sản_xuất kiểm_tra đảm_bảo an_toàn .",0
thương quá . lắm 1 câu ! ! ! ! !,0
diễn_viên xiếc siêu_đẳng tiềm_năng ! ngành xiếc liệu tương_lai bé ứng_dụng kỹ_năng chiến ? hạn_chế .,0
nhiên_liệu phi cháy ghê thiệt .,0
cá_rô nướng hihi,0
2,0
viết chất xd,0
"thơ mùa lúa chín thời_gian đi tát đìa khu_vực cá tập_trung quê cá , thật tiếc_nuối",0
định cửa đón quốc_tế đi,0
không ghi_bàn khổ hàng hậu_vệ . đối_thủ ghi_bàn hộ chứ . c1 si run lắm,0
"sống mỹ ủng_hộ ông , chúc phu_nhân mau bình_phục trở hành đất_nước .",0
"đấm khác , đau : - d",0
"trường đại_học , đẳng công_bố chuẩn 17h 5/10 . 15/10 , trường xét tuyển bổ sung.vậy thời_gian 5/10 15/10 , nộp hồ_sơ trường trúng_tuyển nguyện_vọng . xét tuyển bổ_sung ích dám chờ 15/10 trường xét tuyển bổ_sung tiêu thiếu . bất_cập !",0
chờ kết xét_nghiệm kết luận.chờ thôi .,0
joe_biden_tổng_thống già dơ đẳng trump .,1
chứ thích rồi,0
"trích 185 luật hình 2015 tội ngược_đãi hành_hạ bà , mẹ , vợ_chồng , con , cháu công nuôi_dưỡng mìnhphạm tội trường_hợp đây , phạt tù 02 05 năm : anh ) đối 16 tuổi , phụ_nữ thai , già_yếu ; b ) đối khuyết_tật nặng , khuyết_tật đặc_biệt mắc bệnh hiểm_nghèo . "" phải hình_phạt 5 thoả",0
"bảo già quá , trang đậm . lỗi ánh",1
"đi học , trường_lớp khăn , học nửa_buổi , học tốt . học ngày , trường_lớp dư_thừa , cặp học_sinh đeo đá .",0
sự xuất hiện củanh đã khiến côn_đồ kia bối rối thật sự !,0
"trúc_nhi , diệu_nhi tập đứng , phát_ngôn "" pa pa , meo meo "" , phát_triển bé bình_thường . tuyệt_vời , cảm_ơn_sĩ , tương_lai hai bé .",0
"tâm văn_cao , đẹp nghệ_thuật . < 3",0
"công bóng_đá việt nam phấn_khởi 1 bầu đức bóng_đá trẻ , đội dạng mô_hình hiện_đại ... nhưng lứa 1 2 bầu đức trình_độ hạn . lẹt_đẹt vlic . đội đá chân , hagl rớt liền .",0
đạo phải : - tải áp_lực học_sinh ; - học hiện_nay .,0
"giỏi thông_minh , huy_động sức dân hợp_lực trấn_áp tội_phạm tóm gọn bọn chúng .",0
vụ nổ xảy nhiệt 150 độ chị,0
"hyundai , kia dân hàn_quốc . 30 ôtô hàn_quốc thô_kệch , ọp_ẹp dân hàn_quốc cố_gắng rồi . cảm_phục tinh_thần dân_tộc họ .",0
"gái uma_thurman mẹ , diễn_viên ưa tôi .",0
"doanh_nghiệp lữ_hành vốn đầu_tư ngoài , công_ty mẹ chi_nhánh tiện hành bao lãi đâu , thuế tndn tác_dụng đối doanh_nghiệp lỗ giai_đoạn covid này . thiết_thực thuế vat , tiếp_cận khoản vay ngân_hàng lãi_suất ưu_đãi .",0
cột điện gãy,0
"ngon , ngủ yên bão . mừng quá .",0
mỹ nam tâm_hồn đẹp . ngưỡng_mộ .,0
"xấu ác , súc_vật bé loạn_luân hai cháu . tha_thiết mong án đối hai thú này , đồng_thời giúp bé sống an_toàn hơn . mong luật_pháp dõi hoạt_động chăn_dắt tình_cảnh tiếc . trẻ bảo_vệ phương_diện thể_xác tinh_thần .",1
mong an_nghỉ .,0
"ôi cháu đậu trường y roài , vui",0
quan_trọng tẩm polymer thiên_nhiên bao phân_huỷ hoàn_toàn quan_tâm,0
ngon bổ rẻ suzuki xl7 bao đẹp giá xăng uống giọt,0
"cầu giới hòa bình , sanh an_lạc .",0
bất_động_sản lựa,0
1 trận fati đội tây_ban_nha . cháu tài_năng,0
ảnh_mùa thu suối yến cảnh đẹp đẹp . cám_ơn tác_giả .,0
"ghê thiệt chứ , nguyên_nhân cam_thảo vậy , cảnh_báo mong sản_xuất cân_nhắc chất cam_thảo thực_phẩm !",0
"đẹt nghĩa "" lẹt_đẹt "" . khổ gái hãm_hại . lũ đi hành_vi đê hành",0
"đắt mua , thất_nghiệp tiền ...",0
"2 tỷ gửi tk 10 tr / tháng tiền đi thuê ở , chừng mua đất mua , mua cư gì , xài 2 thành cũ chẳng mua .",0
"âu_châu_đức , hết . xe_hơi đức chạy km 10km hạ giá 15% . xe tinh , xe nhiều . sao .",0
thực trông cấu_trúc sinh_học !,0
kiểu ảnh thả .. !,0
"nguyên_nhân gì . tài_xế tước vĩnh_viễn , chủ xe phạt",0
camera chụp xuyên thấu ? ? ? kakakaka,0
vậy .,0
bmw xấu đau_đớn này ? ! .,1
ác quá .,1
"seltos thử , dám comment gì . dáng_dấp , seltos xe 5 chỗ gầm trông ngầu , trẻ_trung , hiện đại.nếu chạy dịch_vụ mua suzuki xl7 , dáng xe đẹp 7 chỗ.tôi chạy thử xl7 , ổn_định , khiển . chạy thử không đánh_giá xăng_dầu ... được . option , xl7 dùng . giá xe xl7 sentos đủ . ( 589 tr với 719 tr ) . xl7 chở 7 người , thể lựa hàng hơn.nếu tập_trung chạy dịch_vụ , thử cân_nhắc ertiga 2020 sàn gl - song_sinh xin lỗi 7 . giá 499tr - hợp_lý chi_phí đầu tư.về độ bền suzuki , chạy suzuki_vitara 8 phượt khắp - xe cực bền , ổn_định , thay dầu_máy định_kỳ thay lốp xe mòn .",0
"morata điển_hình bong_bóng giá ảo neymar . tiền hạng trung , ghi 10 bàn mùa giá 6-70 triệu . phi_lý sức ! messi_ronaldo , ghi 50 bàn 10 năm , giá 3 tỷ euro mất .",1
"1 hoàn_hảo bayern , hi_vọng_thể phong_độ",0
"vua thua cùn chỗ đó , cùn quyền_lực chẳng đấu được .",0
"án đối vị_thành_niên , tức 18 tù_giam , thoả_đáng !",0
mong ưu_tiên thầu thi_công .,0
khổ_nhục_kế thành_công !,0
"không thương_hiệu xe nội_địa đất_nước . xe hàn việt nam giá ngon thuế xe hàn không lý giá không ngon hơn , đúng . nc giá xe thu_nhập đừng trích không hàng nội , ưu_tiên hàng nội không tài đành mua hàng ngoại giá túi",0
tội_nghiệp bố_mẹ bạo_hành !,0
"ủng_hộ phương_án 2 , tốc hoàn_toàn , thành_phố , quản lộ phụng_hiệp đường dân_sinh hợp_lý .",0
1 vote bayern_munich_siêu_cúp châu_âu 2020 . ^ ^,0
rẻ ngon thôi . đắt tiền rẻ kiến,0
"không binz chỗ cá_nhân thế . rap giật giật , không",1
"câu "" kẻ_cắp già """,0
cúp rơi trúng đầu giải không 1 trận ! si đạo,0
"thưa chương_trình cháu lớp 1 . đi học tối kèm học 2 tiếng ạ . thời_gian cháu chơi , ... thiên_tài ...",1
gia_tài nữ_hoàng nhạc pop khoản nợ khổng_lồ ? ! kkk !,1
"quan kiểm_tra yêu_cầu dừng sản_xuất 20/8 28,29/8 công_ty dừng sản_xuất dừng sản_phẩm thị_trường ?",0
"tội_nghiệp chim_sâu , ruột chồng ( nghi ngoại_tình tây ) . loài tu_hú quê đầy , mùa hè chim non nở kêu inh_ỏi suốt ngày .",0
"ghi đầu "" chín uống sôi , gìn vệ_sinh cá_nhân sạch "" . bao thừa .",0
bão đi huyện quảng_điền gãy lá vườn rồi . ôi khổ quá .,0
"manh_động thật . án nhất , xử_lý kịch khung . không ngoan lắm bia rượu ...",1
"200tr mưa suzuki wagon 100tr , dọn tầm 50tr ( đồ trợ_lực vios , sơn lại , màn khiển ... ) đi bao phê.wagon rộng_rãi thoải_mái i10 moning b nha",0
"bale hối_hận dời real , 7 tạ luyến_tiếc hối_hận dở trò mu vòi_vĩnh lương , ngờ perez tống_cổ real , perez_qbv 7 tạ lộ mặt_cầu thủ bám vĩ_đại .",0
"may , 1h bão suy_yếu , bớt khổ nhiều !",0
cầu_mong bình_an !,0
1 tam_giác 1 góc tiềm cận 180 độ,0
"đừng xui dại mua kia morning xe bé chạy tốn xăng , vote attrage",0
"giới miễn sống đời , chỉ hơi tiếc vợ đời cam chồng chăm_nom ốm_đau , chúc dự_án thành_công đẹp dần_dà sống hơn !",0
messi xuân tôi . cầu_thủ xuất_sắc lịch_sử bóng_đá .,0
"option , giá ngon , ưu_đãi cưới",0
milan_arsenal,0
diệt chuột không p nhân sợ tuyệt_chủng,0
"ôi , trường danh_sách",0
mỹ vĩ_đại nga đâu .,0
đi chửi thề .,0
trump đắc_cử 2,0
sinh_nhật buồn,0
"viết hay , cám_ơn vnexpress chia_sẻ",0
côn_đồ ! đường em câm_nín vâng ! ghê lắm .,1
"kinh_nghiệm khởi_công 5 năm , hoành thành biết , cầu cát lái , hàng chục đâu , nản_chí công_trình giao_thông nam , tp hc m !",0
"lập trật dẹp hàng rong đi , phố đi lộn_xộn ngán_ngẩm",1
"phương_án 2 , xong xây tốc đông mỹ_tho - bến_tre - trà_vinh - sóc_trăng - bạc_liêu",0
"khổ_thân con ! bé rơi . chúc khoẻ , chúc thiện nguyện khoẻ !",0
"vĩnh_biệt em , thần_tượng tôi .",0
"mong_manh kiếp người , mong đầu_thai kíp trời bù_đắp con .",0
"nghệ sĩ hoạt_động hình nghệ_thuật , lĩnh_vực biểu_diễn , thu_hút quan_tâm công ! ! ! ly_hôn diễn cơm_bữa , hệ trẻ thần_tượng ! ! !",1
chán đấy . thai tốt .,0
i10 chạy đường đẹp fadil nhiều . quan em,0
"nhập ban tổ_chức thiên_vị biden 6 chủ_đề yếu trump_biden công_kích , tranh_luận trump tranh_luận cầm_trịch .",1
hoạ_vô_đơn_chí !,0
mấy kiểu hợp người . hợp tôi .,0
yêu : (,0
"loay_hoay kiếm tiền mua xe_máy , phát_triển taxi bay ...",0
"trưởng : "" chỉ lọt bệnh_nhân covid-19 hệ_thống khám_chữa bệnh tê_liệt "" . nhiệm_vụ phòng_dịch bệnh_viện vô quan_trọng , môi_trường bệnh_viện lây_nhiễm chéo.nhưng thực_tế , bệnh_viện lơ ( do đứng đầu , quan_tâm thực_hiện tốt ; không , hời_hợt ngay ) . thời_kỳ dịch cobid-19 bắt_đầu bùng_phát đợt 2 , bv cỡ hà_nội . cổng trạm kiểm_soát đo nhiệt_độ , phun sát_khuẩn tay . đi qua , ( lúc tôi ) . khu_vực khám , khai_báo dịch_tễ . bv bảng viết thông_báo ho , sốt , giác khám phòng bv quy_định . tóm_lại , công kiểm_tra , kiểm_soát dịch_bệnh thực_hiện nghiêm_ngặt .",0
bề dày tình_ca_sĩ khủng . thay chồng thay áo .,1
bão đừng ghévô miền trung béhãy đầu đi nghevề khơi mau lẹđể quê đất mẹcòn chống dịch lăm lenhiễm già bé .. suốt bao mùa hègiờ hơi khoe khoẻ .. mi sứt mẻđắm chìm thuyền lẫn ghephá tan_tành đất mẹ ... bão đừng ghé ... !,0
kẻ_cắp già lắp camera,0
"muốn ngấm cựchị quang kg phải dể cáchị bạn ơi , mình ở phần lan đã từngười đến rovaniemi 1 tuần vào muà đông để canh cựchị quang kg thấy . nào nhìn thấy là bạn hên lắm đó",0
"rô vẩu - đàn dìu_dắt gã bám si xịt - tuyên_bố maradona , rô béo , pele , ... cầu_thủ lịch_sử bóng_đá . 20k cđv barca quyết gã bám si xịt barca ? chiến_lược pr hắn tốt , khả_năng đá bóng hắn ta .",0
